#SampleID	anonymized_name	env_feature	env_material	latitude	longitude	calcium	ch4_flux	co2_flux	co2_ch4_flux_units	conductivity	conductivity_units	elevation_m	exchange_capacity	exchange_capacity_ions	k_na_ca_mg_h_units	hydrogen	magnesium	total_organic_carb_percent	total_inorganic_carbon_percent	total_carbon_percent	soil_nh4	soil_no3	soil_total_inorganic_nitrogen	soil_nitrogen_units	total_nitrogen_percent	microbial_biomass_carbon	microbial_biomass_carbon_units	microbial_biomass_nitrogen	microbial_biomass_nitrogen_units	per_gram_dry_soil_per_hour	per_gram_dry_soil_per_hour_units	percent_base_saturation	ph	potassium	potential_exchange_capacity	potential_exchange_capacity_ions	potential_net_n_mineralization	potential_net_n_mineralization_units	potential_net_nitrification	potential_net_nitrification_units	respiration	respiration_units	sodium	conductivity_category
10156.NW2.A.fastq.gz	4NW2	freshwater wetland	soil	42.3866472	-76.3080194	30.62	NA	NA	ug C/g soil/day	NA	mS/cm	386	35.12	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	3.25	19.935	0.1882	20.12	42.41318885	1.656765189	44.06995404	ug N/g dry soil	1.46	2558.120698	ugC/g soil	424.1436976	ug N/g dry soil	2161.799	ng N/g soil/hour	51	Not applicable	0.52	68.84	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-3.248373207	ug-N/g dry soil/day	0.394947124	ug-N/g dry soil/day	81.90094807	ug C/g soil/day	0.74	NA
10156.NW3.A.fastq.gz	4NW3	freshwater wetland	soil	42.3866472	-76.3080194	21.86	NA	NA	ug C/g soil/day	NA	mS/cm	386	25.82	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	2.73	17.805	0.1858	17.99	29.19130646	1.445114181	30.63642064	ug N/g dry soil	1.2591	2368.564072	ugC/g soil	0	ug N/g dry soil	1534.438	ng N/g soil/hour	44	Not applicable	0.61	58.5	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-1.996907704	ug-N/g dry soil/day	0.00121732	ug-N/g dry soil/day	45.52971465	ug C/g soil/day	0.61	NA
10156.NW4.A.fastq.gz	4NW4	freshwater wetland	soil	42.3866472	-76.3080194	19.04	NA	NA	ug C/g soil/day	NA	mS/cm	386	22.03	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	2.07	10.258	0.1401	10.4	26.31541351	1.069732257	27.38514577	ug N/g dry soil	0.82946	2642.616522	ugC/g soil	186.4557952	ug N/g dry soil	4695.581	ng N/g soil/hour	56	5.25	0.45	39.51	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-1.86023646	ug-N/g dry soil/day	0.237409609	ug-N/g dry soil/day	113.9764489	ug C/g soil/day	0.47	NA
10156.NW5.A.fastq.gz	4NW5	freshwater wetland	soil	42.3866472	-76.3080194	25.63	NA	NA	ug C/g soil/day	NA	mS/cm	386	29.15	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	2.42	15.11	0.1471	15.26	60.95643651	1.330926561	62.28736307	ug N/g dry soil	1.2163	2757.970618	ugC/g soil	241.842005	ug N/g dry soil	6436.732	ng N/g soil/hour	54	5.09	0.58	54.47	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-5.06730034	ug-N/g dry soil/day	0.188656497	ug-N/g dry soil/day	134.2397901	ug C/g soil/day	0.51	NA
10156.T2.1.fastq.gz	T2.1	freshwater wetland	soil	41.911117	-70.5681	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	1.104230216	0.130215827	1.104230216	ug N/g dry soil	NA	325.2892872	ugC/g soil	2.067827338	ug N/g dry soil	14.45334276	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.01258753	ug-N/g dry soil/day	0	ug-N/g dry soil/day	13.59641696	ug C/g soil/day	NA	NA
10156.T2.2.fastq.gz	T2.2	freshwater wetland	soil	41.911117	-70.5681	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	4.81658427	0.144382022	4.81658427	ug N/g dry soil	NA	574.2434829	ugC/g soil	19.54932584	ug N/g dry soil	NA	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.296464419	ug-N/g dry soil/day	0	ug-N/g dry soil/day	17.06843087	ug C/g soil/day	NA	NA
10156.T2.3.fastq.gz	T2.3	freshwater wetland	soil	41.911117	-70.5681	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	1.599389718	0.126533997	1.599389718	ug N/g dry soil	NA	475.7156882	ugC/g soil	3.963044776	ug N/g dry soil	7.806163903	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.1441644	ug-N/g dry soil/day	0.019739303	ug-N/g dry soil/day	23.56099666	ug C/g soil/day	NA	NA
10156.T2.4.fastq.gz	T2.4	freshwater wetland	soil	41.911117	-70.5681	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	0.9774	0.135	0.9774	ug N/g dry soil	NA	818.2396892	ugC/g soil	15.309	ug N/g dry soil	1.68367073	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.049455	ug-N/g dry soil/day	0	ug-N/g dry soil/day	12.22604959	ug C/g soil/day	NA	NA
10156.T2.5.fastq.gz	T2.5	freshwater wetland	soil	41.911117	-70.5681	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	0.790547069	0.142184725	0.790547069	ug N/g dry soil	NA	470.9702137	ugC/g soil	8.230789343	ug N/g dry soil	10.91402591	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.006635287	ug-N/g dry soil/day	0	ug-N/g dry soil/day	22.95780338	ug C/g soil/day	NA	NA
10156.T2.6.fastq.gz	T2.6	freshwater wetland	soil	41.911117	-70.5681	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	3.436944882	0.163976378	3.436944882	ug N/g dry soil	NA	795.1397494	ugC/g soil	19.24689134	ug N/g dry soil	49.23991376	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.200597769	ug-N/g dry soil/day	0	ug-N/g dry soil/day	4.374228036	ug C/g soil/day	NA	NA
10156.T3.1.fastq.gz	T3.1	freshwater wetland	soil	41.906767	-70.571881	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	4.113084507	0.164260563	4.113084507	ug N/g dry soil	NA	686.4573134	ugC/g soil	25.6575	ug N/g dry soil	48.24448698	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.215728873	ug-N/g dry soil/day	0.049278169	ug-N/g dry soil/day	5.687022751	ug C/g soil/day	NA	NA
10156.T3.2.fastq.gz	T3.2	freshwater wetland	soil	41.906767	-70.571881	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	2.101416667	0.512141667	2.613558333	ug N/g dry soil	NA	794.3093787	ugC/g soil	37.59270833	ug N/g dry soil	38.01990454	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.14439375	ug-N/g dry soil/day	-0.029570833	ug-N/g dry soil/day	22.30382848	ug C/g soil/day	NA	NA
10156.T3.3.fastq.gz	T3.3	freshwater wetland	soil	41.906767	-70.571881	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	1.324589837	0.156941924	1.324589837	ug N/g dry soil	NA	559.6562616	ugC/g soil	11.26843013	ug N/g dry soil	40.02948344	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.097303993	ug-N/g dry soil/day	0	ug-N/g dry soil/day	9.637065834	ug C/g soil/day	NA	NA
10156.T3.4.fastq.gz	T3.4	freshwater wetland	soil	41.906767	-70.571881	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	1.52787844	0.338627752	1.866506193	ug N/g dry soil	NA	426.194263	ugC/g soil	23.91597477	ug N/g dry soil	26.67387243	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.05908836	ug-N/g dry soil/day	0.111057015	ug-N/g dry soil/day	17.84062055	ug C/g soil/day	NA	NA
10156.T3.5.fastq.gz	T3.5	freshwater wetland	soil	41.906767	-70.571881	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	0.397425	0.13125	0.397425	ug N/g dry soil	NA	532.8545107	ugC/g soil	13.41375	ug N/g dry soil	19.49193338	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.00455	ug-N/g dry soil/day	0	ug-N/g dry soil/day	10.70803742	ug C/g soil/day	NA	NA
10156.T3.6.fastq.gz	T3.6	freshwater wetland	soil	41.906767	-70.571881	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	0.372921228	0.133567775	0.372921228	ug N/g dry soil	NA	187.1532938	ugC/g soil	4.755012788	ug N/g dry soil	10.24361803	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.106052813	ug-N/g dry soil/day	0	ug-N/g dry soil/day	16.44071311	ug C/g soil/day	NA	NA
10156.T6.1.fastq.gz	T6.1	freshwater wetland	soil	41.906767	-70.571881	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	2.575686747	0.264054217	2.839740964	ug N/g dry soil	NA	644.0657518	ugC/g soil	23.60459398	ug N/g dry soil	7.745603796	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.122376004	ug-N/g dry soil/day	0.061381024	ug-N/g dry soil/day	12.48017564	ug C/g soil/day	NA	NA
10156.T6.2.fastq.gz	T6.2	freshwater wetland	soil	41.906767	-70.571881	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	1.231465278	0.459533796	1.690999074	ug N/g dry soil	NA	639.3066332	ugC/g soil	33.61207176	ug N/g dry soil	20.41193521	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.031897261	ug-N/g dry soil/day	-0.027188194	ug-N/g dry soil/day	26.95382638	ug C/g soil/day	NA	NA
10156.T6.3.fastq.gz	T6.3	freshwater wetland	soil	41.906767	-70.571881	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	1.29012844	0.158103976	1.29012844	ug N/g dry soil	NA	214.533039	ugC/g soil	7.683853211	ug N/g dry soil	27.26366998	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.015810398	ug-N/g dry soil/day	0	ug-N/g dry soil/day	15.588677	ug C/g soil/day	NA	NA
10156.T6.4.fastq.gz	T6.4	freshwater wetland	soil	41.906767	-70.571881	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	2.828427481	0.49589313	3.324320611	ug N/g dry soil	NA	486.5393254	ugC/g soil	27.98582061	ug N/g dry soil	17.3409522	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.337865458	ug-N/g dry soil/day	0.288888359	ug-N/g dry soil/day	11.6751546	ug C/g soil/day	NA	NA
10156.T6.5.fastq.gz	T6.5	freshwater wetland	soil	41.906767	-70.571881	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	2.406669725	0.136123853	2.406669725	ug N/g dry soil	NA	643.7731028	ugC/g soil	25.18291284	ug N/g dry soil	28.58787652	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.141115061	ug-N/g dry soil/day	0	ug-N/g dry soil/day	14.77018732	ug C/g soil/day	NA	NA
10156.T6.6.fastq.gz	T6.6	freshwater wetland	soil	41.906767	-70.571881	NA	NA	NA	ug C/g soil/day	NA	mS/cm	3	NA	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	NA	NA	NA	NA	NA	1.367023973	0.121190068	1.367023973	ug N/g dry soil	NA	347.5312691	ugC/g soil	26.15281678	ug N/g dry soil	10.5743213	ng N/g soil/hour	NA	Not applicable	NA	NA	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.056151398	ug-N/g dry soil/day	0	ug-N/g dry soil/day	3.143456767	ug C/g soil/day	NA	NA
